Severity,Start_Lat,Start_Lng,Distance(mi),City,State,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Civil_Twilight,Year,Month,Date,Hour,Day,Duration
2,35.076843,-106.577492,0,Albuquerque,NM,48,52,24.51,10,SE,18,Cloudy,Day,2019,Dec,27,9,Fri,110
3,35.261711,-107.975548,14.21000004,Grants,NM,30,92,23.44,0.25,CALM,0,Snow,Day,2019,Dec,27,8,Fri,76
3,35.261292,-107.975769,14.22999954,Bluewater,NM,32,88,23.49,0.75,SW,12,Snow,Day,2019,Dec,27,10,Fri,152
3,35.396481,-108.224457,16.15999985,Thoreau,NM,29,85,23.44,10,S,5,Cloudy,Night,2019,Dec,27,18,Fri,29
3,31.777149,-106.438118,0.430000007,El Paso,TX,63,32,25.87,10,SW,12,Cloudy,Day,2019,Dec,27,13,Fri,59
2,31.756069,-106.274109,0,El Paso,TX,55,44,25.9,10,W,17,Cloudy,Day,2019,Dec,27,15,Fri,60
2,31.6763,-106.309242,0,Socorro,TX,54,47,25.92,10,W,12,Cloudy,Day,2019,Dec,27,16,Fri,90
2,31.739649,-106.32489,0,El Paso,TX,54,47,25.92,10,W,12,Cloudy,Day,2019,Dec,27,16,Fri,30
2,31.760698,-106.267761,0,El Paso,TX,54,47,25.92,10,W,12,Cloudy,Day,2019,Dec,27,16,Fri,29
2,31.772039,-106.303543,0,El Paso,TX,54,47,25.92,10,W,12,Cloudy,Day,2019,Dec,27,17,Fri,90
2,31.75165,-106.487099,0,El Paso,TX,50,54,25.94,10,W,14,Cloudy,Night,2019,Dec,27,17,Fri,60
2,31.749969,-106.280571,0,El Paso,TX,50,54,25.94,10,W,14,Cloudy,Night,2019,Dec,27,18,Fri,60
2,43.1092,-117.057022,0,Jordan Valley,OR,30,100,27.48,10,CALM,0,Cloudy,Day,2019,Dec,27,8,Fri,60
2,42.663479,-122.755051,0,Trail,OR,28,96,28.8,0.75,CALM,0,Fog,Night,2019,Dec,27,4,Fri,105
2,42.30719,-122.855392,1.960000038,Medford,OR,41,67,28.76,10,VAR,3,Cloudy,Day,2019,Dec,27,13,Fri,30
2,43.1688,-124.267853,0,Coquille,OR,43,100,30.24,10,CALM,0,Cloudy,Night,2019,Dec,27,19,Fri,78
2,44.10931,-121.29509,0,Bend,OR,25,86,26.49,10,CALM,0,Cloudy,Day,2019,Dec,27,7,Fri,138
3,45.14431,-122.757339,5.239999771,Hubbard,OR,39,93,29.99,10,W,5,Cloudy,Night,2019,Dec,27,7,Fri,80
2,44.06089,-123.106453,0,Eugene,OR,39,89,29.79,10,S,10,Rain,Day,2019,Dec,27,7,Fri,60
2,44.052181,-123.109489,0,Eugene,OR,39,93,29.81,10,SE,8,Cloudy,Day,2019,Dec,27,7,Fri,63
3,44.474045,-117.340759,0,Huntington,OR,34,79,27.85,10,CALM,0,Cloudy,Day,2019,Dec,27,11,Fri,136
3,44.443981,-117.326576,3.809999943,Huntington,OR,37,67,27.82,10,CALM,0,Cloudy,Day,2019,Dec,27,14,Fri,44
2,44.054901,-121.261322,1.580000043,Bend,OR,41,57,26.51,10,N,6,Cloudy,Day,2019,Dec,27,15,Fri,74
2,44.285549,-120.888321,0,Prineville,OR,42,53,26.89,10,N,5,Cloudy,Day,2019,Dec,27,15,Fri,59
3,44.443981,-117.326576,3.809999943,Huntington,OR,37,67,27.82,10,CALM,0,Cloudy,Day,2019,Dec,27,15,Fri,44
2,43.895191,-124.118011,0,Florence,OR,48,89,30.23,10,CALM,0,Cloudy,Day,2019,Dec,27,15,Fri,59
3,47.50021,-122.274849,0,Seattle,WA,36,89,30.04,8,S,10,Cloudy,Night,2019,Dec,26,22,Thu,75
2,47.61972,-122.347603,0,Seattle,WA,37,87,30.06,8,E,7,Rain,Night,2019,Dec,26,22,Thu,75
2,47.63224,-122.375633,0,Seattle,WA,39,82,30.06,8,SE,7,Rain,Night,2019,Dec,26,22,Thu,60
2,47.690521,-122.339142,0,Seattle,WA,37,93,30.06,8,S,3,Rain,Night,2019,Dec,27,0,Fri,60
2,47.617569,-122.320839,0,Seattle,WA,37,93,30.07,10,S,6,Rain,Night,2019,Dec,27,2,Fri,75
2,47.61972,-122.347603,0,Seattle,WA,37,93,30.07,10,S,6,Rain,Night,2019,Dec,27,2,Fri,75
2,47.561069,-122.385483,0,Seattle,WA,38,89,30.08,10,SE,7,Cloudy,Night,2019,Dec,27,2,Fri,74
2,47.620522,-122.360619,0.479999989,Seattle,WA,38,89,30.08,10,SE,7,Cloudy,Night,2019,Dec,27,2,Fri,75
2,47.614071,-122.320808,0,Seattle,WA,38,89,30.08,10,SE,7,Cloudy,Night,2019,Dec,27,3,Fri,90
2,47.690521,-122.339142,0,Seattle,WA,38,89,30.09,10,SE,7,Cloudy,Night,2019,Dec,27,3,Fri,60
2,47.614391,-122.338318,0,Seattle,WA,38,89,30.09,10,SE,7,Cloudy,Night,2019,Dec,27,4,Fri,45
3,47.567558,-117.593109,1.789999962,Cheney,WA,28,88,27.53,2,S,7,Snow,Night,2019,Dec,27,6,Fri,104
2,47.70433,-117.357384,0,Spokane,WA,31,89,28.01,4,CALM,0,Snow,Day,2019,Dec,27,7,Fri,60
3,47.567558,-117.593109,1.789999962,Cheney,WA,28,88,27.53,2,S,7,Snow,Night,2019,Dec,27,6,Fri,179
2,47.677341,-117.357628,0,Spokane,WA,31,85,28.02,10,W,3,Cloudy,Day,2019,Dec,27,8,Fri,30
2,47.686241,-117.363632,0,Spokane,WA,31,85,28.02,10,W,3,Cloudy,Day,2019,Dec,27,8,Fri,30
2,47.798538,-122.212021,0,Bothell,WA,40,89,29.5,10,S,9,Cloudy,Day,2019,Dec,27,11,Fri,90
2,48.061062,-122.270508,0,Marysville,WA,42,85,30.02,10,S,7,Cloudy,Day,2019,Dec,27,13,Fri,106
3,47.104542,-122.588318,0,Tacoma,WA,45,100,29.82,10,S,7,Cloudy,Day,2019,Dec,27,13,Fri,45
2,47.968681,-122.205383,0,Everett,WA,42,82,29.53,8,S,6,Cloudy,Day,2019,Dec,27,15,Fri,91
2,47.82272,-122.277557,0,Lynnwood,WA,42,82,29.53,8,S,6,Cloudy,Day,2019,Dec,27,15,Fri,90
3,48.435699,-122.34111,0,Mount Vernon,WA,41,87,30.04,10,NE,5,Cloudy,Day,2019,Dec,27,16,Fri,61
3,48.399277,-122.330574,0,Mount Vernon,WA,41,87,30.05,10,CALM,0,Cloudy,Day,2019,Dec,27,16,Fri,47
3,47.296177,-122.30468,0,Federal Way,WA,44,82,29.73,10,CALM,0,Cloudy,Night,2019,Dec,27,17,Fri,60
2,45.462002,-122.851753,0.090000004,Beaverton,OR,37,96,29.93,4,CALM,0,Cloudy,Night,2019,Dec,27,5,Fri,60
2,45.544071,-122.449478,0,Fairview,OR,38,86,30.16,1,E,6,Rain,Day,2019,Dec,27,7,Fri,44
2,45.315681,-117.859268,0,La Grande,OR,30,69,27.25,9,S,8,Snow,Day,2019,Dec,27,7,Fri,76
2,45.497391,-122.568512,0,Portland,OR,38,89,30.16,10,E,7,Cloudy,Day,2019,Dec,27,7,Fri,106
2,45.548149,-122.578743,0,Portland,OR,38,93,30.16,5,E,8,Rain,Day,2019,Dec,27,7,Fri,60
2,45.519348,-122.657791,0,Portland,OR,38,93,30.16,5,E,8,Rain,Day,2019,Dec,27,7,Fri,60
2,45.565529,-122.533531,0,Portland,OR,39,89,30.18,10,E,7,Cloudy,Day,2019,Dec,27,8,Fri,104
2,45.548149,-122.578743,0,Portland,OR,39,89,30.18,10,E,7,Cloudy,Day,2019,Dec,27,9,Fri,30
2,46.321972,-124.009567,0,Ilwaco,WA,33,100,30.16,6,CALM,0,Cloudy,Day,2019,Dec,27,9,Fri,45
2,45.520679,-122.633018,0,Portland,OR,44,82,30.19,10,VAR,3,Cloudy,Day,2019,Dec,27,15,Fri,62
2,45.520699,-122.687553,0,Portland,OR,43,89,30.21,10,E,5,Cloudy,Day,2019,Dec,27,15,Fri,59
2,45.502129,-122.57872,0,Portland,OR,44,85,30.22,10,CALM,0,Cloudy,Day,2019,Dec,27,16,Fri,59
2,45.507393,-122.718964,0,Portland,OR,44,85,30.22,10,CALM,0,Cloudy,Day,2019,Dec,27,16,Fri,61
3,45.45359,-122.72303,0,Portland,OR,44,85,30.22,10,CALM,0,Cloudy,Day,2019,Dec,27,16,Fri,42
3,45.520012,-122.665329,0,Portland,OR,43,89,30.22,8,CALM,0,Cloudy,Night,2019,Dec,27,18,Fri,78
2,37.472858,-119.63887,0,Fish Camp,CA,42,92,29.82,5,SE,3,Cloudy,Day,2019,Dec,27,10,Fri,75
2,38.512798,-119.465439,0,Coleville,CA,28,69,25.33,10,VAR,3,Clear,Day,2019,Dec,27,10,Fri,60
2,37.771477,-119.008957,0,June Lake,CA,30,40,23.04,10,W,14,Clear,Day,2019,Dec,27,11,Fri,118
2,39.465378,-119.786827,0,Reno,NV,41,33,25.56,10,CALM,0,Cloudy,Day,2019,Dec,27,14,Fri,75
2,39.536568,-119.802719,0,Reno,NV,41,33,25.56,10,CALM,0,Cloudy,Day,2019,Dec,27,14,Fri,81
2,39.393127,-119.724365,0,Reno,NV,38,38,25.56,10,S,5,Cloudy,Day,2019,Dec,27,16,Fri,80
2,37.631042,-122.084145,0,Hayward,CA,41,73,29.97,10,CALM,0,Clear,Night,2019,Dec,26,23,Thu,119
2,37.762676,-122.405228,0,San Francisco,CA,40,83,30.02,10,E,6,Clear,Night,2019,Dec,26,23,Thu,30
2,37.980228,-122.04171,0.300000012,Concord,CA,37,82,29.98,10,CALM,0,Clear,Night,2019,Dec,27,1,Fri,60
3,37.538467,-121.927246,0,Fremont,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Night,2019,Dec,27,2,Fri,75
3,37.347519,-121.840904,0,San Jose,CA,32,79.17379788,29.93,10,CALM,0,Clear,Night,2019,Dec,27,3,Fri,165
3,37.595798,-121.872719,0,Sunol,CA,33,82,29.6,10,CALM,0,Clear,Night,2019,Dec,27,4,Fri,167
2,37.364044,-121.901619,0,San Jose,CA,38,83,29.98,10,CALM,0,Clear,Night,2019,Dec,27,4,Fri,60
2,37.487782,-122.235222,0,Redwood City,CA,39,87,30.04,10,CALM,0,Clear,Night,2019,Dec,27,4,Fri,74
2,37.711578,-122.127388,0,San Leandro,CA,38,76,29.98,10,E,3,Clear,Night,2019,Dec,27,4,Fri,75
2,37.892895,-122.125008,0,Lafayette,CA,36,82,29.98,10,CALM,0,Clear,Night,2019,Dec,27,4,Fri,195
2,37.79451,-122.233307,0,Oakland,CA,36,82,30.04,10,E,3,Clear,Night,2019,Dec,27,4,Fri,60
2,37.891193,-122.150162,0,Lafayette,CA,36,82,29.98,10,CALM,0,Clear,Night,2019,Dec,27,5,Fri,30
3,37.421391,-122.224457,0,Redwood City,CA,37,93,30.04,10,CALM,0,Clear,Night,2019,Dec,27,5,Fri,75
2,38.418713,-121.894348,0,Dixon,CA,41,61,29.97,10,N,9,Clear,Night,2019,Dec,27,5,Fri,75
3,38.06971,-122.226936,0,Vallejo,CA,29,92,30.03,10,CALM,0,Clear,Night,2019,Dec,27,6,Fri,75
2,38.340656,-121.334267,0,Wilton,CA,28,93,29.94,10,CALM,0,Clear,Night,2019,Dec,27,6,Fri,45
2,37.31213,-121.940681,0,San Jose,CA,36,86,30,10,CALM,0,Clear,Day,2019,Dec,27,7,Fri,142
2,37.629398,-122.40287,0,San Bruno,CA,42,82,30.05,10,CALM,0,Clear,Day,2019,Dec,27,7,Fri,63
2,37.316109,-121.938126,0,San Jose,CA,38,86,30.02,10,CALM,0,Clear,Day,2019,Dec,27,7,Fri,30
2,38.608711,-121.272331,1.50999999,Rancho Cordova,CA,30,93,29.95,10,E,6,Clear,Day,2019,Dec,27,7,Fri,29
2,37.335461,-121.846916,0.379999995,San Jose,CA,32,79.17379788,29.93,10,CALM,0,Clear,Day,2019,Dec,27,8,Fri,91
2,37.343479,-121.928596,0,San Jose,CA,38,86,30.02,10,CALM,0,Clear,Day,2019,Dec,27,8,Fri,60
2,37.495213,-122.22892,0,Redwood City,CA,37,93,30.08,10,VAR,3,Clear,Day,2019,Dec,27,8,Fri,91
2,38.727077,-121.287605,0,Roseville,CA,36,87,29.97,10,CALM,0,Clear,Day,2019,Dec,27,8,Fri,45
2,39.898979,-122.16935,0,Corning,CA,46,47,29.73,10,NW,15,Clear,Day,2019,Dec,27,8,Fri,93
2,38.481659,-121.40876,0,Sacramento,CA,42,73,30.07,10,CALM,0,Clear,Day,2019,Dec,27,8,Fri,75
2,37.80669,-122.474869,0,San Francisco,CA,50,77,30.1,10,N,3,Clear,Day,2019,Dec,27,9,Fri,142
2,37.690369,-122.107468,0,Hayward,CA,47,66,30.05,10,CALM,0,Clear,Day,2019,Dec,27,9,Fri,110
2,37.966282,-122.309402,0,El Sobrante,CA,47,63,30.05,10,CALM,0,Clear,Day,2019,Dec,27,9,Fri,75
2,37.77702,-121.182472,0,Manteca,CA,50,54,30.05,10,NW,8,Clear,Day,2019,Dec,27,10,Fri,60
2,38.721066,-120.833694,0,Placerville,CA,43,46,29.29584917,8.074134635,NW,3,Clear,Day,2019,Dec,27,10,Fri,75
2,38.709133,-120.842392,0,Placerville,CA,43,46,29.29584917,8.074134635,NW,3,Clear,Day,2019,Dec,27,11,Fri,75
2,39.097542,-120.94928,0,Colfax,CA,46,25,26.76,10,NW,6,Clear,Day,2019,Dec,27,11,Fri,60
2,37.108799,-121.018074,0,Gustine,CA,45,100,29.86,4,CALM,0,Cloudy,Day,2019,Dec,27,11,Fri,174
2,38.189388,-121.262672,0,Acampo,CA,51,54,30.03,10,VAR,3,Cloudy,Day,2019,Dec,27,12,Fri,102
2,37.638248,-120.907028,0,Modesto,CA,52,50,29.93,10,N,6,Clear,Day,2019,Dec,27,12,Fri,60
3,37.683784,-122.127899,0,San Lorenzo,CA,53,57,30,10,W,7,Cloudy,Day,2019,Dec,27,12,Fri,48
2,38.634048,-121.382927,0,Sacramento,CA,55,38,29.92,10,NW,8,Cloudy,Day,2019,Dec,27,13,Fri,30
2,37.598949,-120.993538,0,Modesto,CA,52,50,29.92,10,N,5,Clear,Day,2019,Dec,27,14,Fri,75
3,37.964718,-122.324936,0,San Pablo,CA,61,34,29.99,10,CALM,0,Clear,Day,2019,Dec,27,14,Fri,60
2,37.699791,-122.109627,0,San Leandro,CA,58,42,29.99,10,W,10,Clear,Day,2019,Dec,27,14,Fri,60
2,38.691761,-120.860298,0,Placerville,CA,48,40,29.29584917,8.074134635,NW,5,Clear,Day,2019,Dec,27,14,Fri,45
2,37.940151,-120.434288,0,Jamestown,CA,50,62,27.76,10,SW,6,Clear,Day,2019,Dec,27,14,Fri,45
2,38.274975,-122.04818,0,Fairfield,CA,64,30,29.97,10,SW,6,Clear,Day,2019,Dec,27,14,Fri,64
2,37.637348,-121.891129,0,Pleasanton,CA,59,28,29.6,10,W,8,Clear,Day,2019,Dec,27,14,Fri,90
3,37.344341,-121.84539,0.460000008,San Jose,CA,55,38,29.9,10,W,13,Cloudy,Day,2019,Dec,27,15,Fri,60
3,37.33868,-121.84951,0,San Jose,CA,55,38,29.9,10,W,7,Cloudy,Day,2019,Dec,27,15,Fri,44
3,37.898808,-122.071671,0,Walnut Creek,CA,60,36,29.99,10,CALM,0,Cloudy,Day,2019,Dec,27,15,Fri,45
3,37.947445,-122.057236,0,Pleasant Hill,CA,60,36,29.99,10,CALM,0,Cloudy,Day,2019,Dec,27,15,Fri,45
3,38.559372,-121.513954,0,Sacramento,CA,56,47,30.02,10,NW,7,Cloudy,Day,2019,Dec,27,15,Fri,47
2,38.472183,-121.256721,0,Sacramento,CA,55,41,29.93,10,W,6,Cloudy,Day,2019,Dec,27,15,Fri,170
3,37.884422,-122.308571,0,Berkeley,CA,59,39,30.05,10,W,5,Cloudy,Day,2019,Dec,27,16,Fri,51
2,37.679508,-122.126724,0,San Lorenzo,CA,57,47,30,10,W,8,Clear,Day,2019,Dec,27,16,Fri,60
3,37.63982,-121.884697,0,Pleasanton,CA,58,32,29.61,10,W,6,Clear,Day,2019,Dec,27,16,Fri,44
2,37.256458,-122.115883,0,Saratoga,CA,52,50,30,10,N,6,Cloudy,Day,2019,Dec,27,16,Fri,126
2,37.467098,-122.209091,0,Atherton,CA,57,44,30.06,10,W,5,Cloudy,Day,2019,Dec,27,16,Fri,82
2,38.728809,-121.359962,0,Roseville,CA,55,44,29.93,10,CALM,0,Cloudy,Day,2019,Dec,27,16,Fri,80
2,37.68174,-121.104561,0,Modesto,CA,51,54,29.94,10,N,5,Cloudy,Day,2019,Dec,27,16,Fri,124
3,37.598782,-122.06115,0,Union City,CA,51,63,30.01,10,CALM,0,Clear,Night,2019,Dec,27,17,Fri,30
3,38.271141,-122.051437,0,Fairfield,CA,48,56,29.98,10,S,6,Cloudy,Night,2019,Dec,27,17,Fri,45
2,37.608189,-120.98494,0,Modesto,CA,48,63,29.95,10,CALM,0,Cloudy,Night,2019,Dec,27,17,Fri,60
2,38.576447,-121.523537,0,West Sacramento,CA,52,53,30.02,10,NW,6,Cloudy,Night,2019,Dec,27,17,Fri,60
2,37.817692,-121.449692,0,Tracy,CA,50,59,30.02,10,S,3,Cloudy,Night,2019,Dec,27,17,Fri,60
3,38.56741,-121.506721,0,Sacramento,CA,52,53,30.02,10,NW,6,Cloudy,Night,2019,Dec,27,18,Fri,60
3,37.82761,-122.294907,0,Oakland,CA,51,74,30.06,10,W,6,Cloudy,Night,2019,Dec,27,18,Fri,45
3,38.630371,-121.401443,0.889999986,Sacramento,CA,46,62,29.95,10,CALM,0,Cloudy,Night,2019,Dec,27,18,Fri,64
3,37.84182,-122.297455,0,Emeryville,CA,50,74,30.06,10,CALM,0,Cloudy,Night,2019,Dec,27,18,Fri,49
2,38.59988,-121.401497,0,Sacramento,CA,46,62,29.95,10,CALM,0,Cloudy,Night,2019,Dec,27,18,Fri,45
2,39.083439,-121.643967,0,Yuba City,CA,49,52,29.98,10,N,6,Clear,Night,2019,Dec,27,19,Fri,97
2,37.780121,-121.527519,2.059999943,Tracy,CA,44,71,30.04,10,S,5,Clear,Night,2019,Dec,27,19,Fri,49
2,37.33868,-121.84951,0,San Jose,CA,45,66,29.95,10,CALM,0,Cloudy,Night,2019,Dec,27,20,Fri,55
3,37.663326,-122.105667,0,Hayward,CA,42,76,30.04,10,E,5,Clear,Night,2019,Dec,27,21,Fri,45
2,38.44582,-122.866707,0,Sebastopol,CA,36,97,29.87,10,W,6,Clear,Night,2019,Dec,26,23,Thu,75
2,37.926479,-122.514717,0,Corte Madera,CA,36,100,29.95,10,CALM,0,Clear,Night,2019,Dec,27,3,Fri,150
2,40.918179,-123.699547,1.149999976,Salyer,CA,32,88,29.92,10,E,3,Clear,Night,2019,Dec,27,4,Fri,106
2,38.767551,-122.587837,0,Middletown,CA,30,100,29.89,9,W,5,Clear,Night,2019,Dec,27,4,Fri,94
2,38.552479,-122.64782,0,Calistoga,CA,29,96,29.92,10,W,3,Clear,Night,2019,Dec,27,6,Fri,90
2,38.380333,-122.713501,0,Santa Rosa,CA,35,96,29.95,10,W,3,Cloudy,Day,2019,Dec,27,8,Fri,45
2,38.412128,-122.891327,0,Sebastopol,CA,44,79,29.96,10,CALM,0,Cloudy,Day,2019,Dec,27,9,Fri,60
2,38.578049,-122.610405,0,Calistoga,CA,61,36,29.89,10,N,3,Cloudy,Day,2019,Dec,27,14,Fri,153
2,39.193417,-123.731071,0,Albion,CA,47,66,29.42,10,CALM,0,Cloudy,Day,2019,Dec,27,16,Fri,100
2,38.69595,-122.858253,2.200000048,Geyserville,CA,44,82,29.91,10,W,7,Clear,Night,2019,Dec,27,19,Fri,81
3,36.894264,-121.774078,2.640000105,Watsonville,CA,40,86,29.92,10,CALM,0,Clear,Day,2019,Dec,27,8,Fri,75
2,36.959419,-121.551079,0,Gilroy,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Day,2019,Dec,27,9,Fri,117
2,36.676491,-121.676773,0,Salinas,CA,54,62,29.98,10,W,6,Clear,Day,2019,Dec,27,12,Fri,82
2,36.853821,-121.771103,0,Moss Landing,CA,56,53,29.87,10,CALM,0,Clear,Day,2019,Dec,27,13,Fri,125
2,36.801369,-121.660919,0,Salinas,CA,56,49,29.95,10,W,10,Clear,Day,2019,Dec,27,14,Fri,45
2,36.787708,-121.66787,0,Salinas,CA,49,69,29.98,10,W,3,Clear,Night,2019,Dec,27,18,Fri,30
2,35.543179,-120.703171,0,Templeton,CA,38,97,29.1,10,CALM,0,Clear,Night,2019,Dec,26,22,Thu,69
2,34.420719,-119.605667,0,Summerland,CA,49,50,29.9,10,N,9,Cloudy,Night,2019,Dec,27,0,Fri,75
2,34.602558,-120.191971,0,Goleta,CA,36,82,29.92,10,W,7,Clear,Day,2019,Dec,27,6,Fri,206
2,36.108829,-119.625664,0,Corcoran,CA,38,97,29.78,0.25,CALM,0,Fog,Day,2019,Dec,27,6,Fri,75
2,35.444836,-119.090759,0,Bakersfield,CA,45,86,29.5,10,CALM,0,Cloudy,Day,2019,Dec,27,6,Fri,44
2,35.734573,-120.284279,0,Shandon,CA,34,96,29.17,0.25,CALM,0,Fog,Day,2019,Dec,27,6,Fri,60
2,36.311958,-119.171097,0,Exeter,CA,40,100,29.73,6,CALM,0,Cloudy,Day,2019,Dec,27,6,Fri,60
2,34.88895,-120.416054,1.669999957,Santa Maria,CA,36,86,29.76,10,S,3,Clear,Day,2019,Dec,27,7,Fri,67
2,35.611843,-119.649734,0,Lost Hills,CA,48,80,29.55,10,CALM,0,Cloudy,Day,2019,Dec,27,9,Fri,120
2,34.963863,-120.420494,0,Santa Maria,CA,56,47,29.77,10,N,14,Clear,Day,2019,Dec,27,10,Fri,75
2,34.4226,-119.633972,0,Santa Barbara,CA,59,38,29.95,10,N,14,Clear,Day,2019,Dec,27,10,Fri,75
2,34.353043,-119.427238,0,Ventura,CA,57,55,29.9,10,NW,7,Clear,Day,2019,Dec,27,11,Fri,82
2,34.279449,-119.307777,0,Ventura,CA,57,55,29.9,10,NW,7,Clear,Day,2019,Dec,27,11,Fri,80
2,35.399162,-119.044907,0,Bakersfield,CA,51,66,29.52,10,W,5,Clear,Day,2019,Dec,27,12,Fri,102
2,35.592419,-120.695511,0,Paso Robles,CA,48,68,29.13,10,W,6,Clear,Day,2019,Dec,27,12,Fri,49
2,36.787071,-119.700439,0,Fresno,CA,52,66,29.67,10,W,3,Cloudy,Day,2019,Dec,27,13,Fri,30
2,34.456478,-119.27829,0,Ojai,CA,59,48,29.87,10,W,10,Clear,Day,2019,Dec,27,13,Fri,127
2,34.791695,-120.332962,0,Santa Maria,CA,59,42,29.69,10,NW,14,Clear,Day,2019,Dec,27,15,Fri,77
2,36.717922,-119.784813,0,Fresno,CA,52,63,29.67,10,S,3,Cloudy,Day,2019,Dec,27,15,Fri,29
2,36.946659,-120.044693,0,Madera,CA,52,63,29.76,10,S,5,Clear,Day,2019,Dec,27,15,Fri,78
2,34.42379,-119.64016,0,Santa Barbara,CA,60,47,29.92,10,E,6,Clear,Day,2019,Dec,27,15,Fri,60
3,35.616077,-119.652847,0,Lost Hills,CA,52,53,29.5,10,CALM,0,Clear,Day,2019,Dec,27,15,Fri,45
2,35.35421,-119.039627,0,Bakersfield,CA,52,53,29.5,10,CALM,0,Clear,Day,2019,Dec,27,15,Fri,66
2,34.410732,-119.553085,0,Carpinteria,CA,57,55,29.93,10,E,6,Cloudy,Day,2019,Dec,27,16,Fri,84
2,36.808475,-119.799454,0,Fresno,CA,51,68,29.72,10,W,5,Cloudy,Night,2019,Dec,27,17,Fri,92
2,34.454044,-119.76564,0,Santa Barbara,CA,50,68,29.95,10,CALM,0,Clear,Night,2019,Dec,27,18,Fri,105
3,35.986156,-119.964531,0,Kettleman City,CA,41,82,29.83,10,NW,7,Cloudy,Night,2019,Dec,27,18,Fri,55
2,36.69228,-119.790787,0,Fresno,CA,49,71,29.72,10,CALM,0,Cloudy,Night,2019,Dec,27,19,Fri,95
3,36.438473,-120.396385,0,Mendota,CA,43,86,29.82,9,N,3,Cloudy,Night,2019,Dec,27,19,Fri,126
2,35.412338,-119.058777,0,Bakersfield,CA,45,74,29.54,10,CALM,0,Cloudy,Night,2019,Dec,27,20,Fri,46
2,36.184467,-119.328682,0,Tulare,CA,43,86,29.77,10,CALM,0,Cloudy,Night,2019,Dec,27,20,Fri,80
3,34.000561,-118.175049,0,Los Angeles,CA,48,71,29.67,10,CALM,0,Cloudy,Night,2019,Dec,26,22,Thu,178
2,34.027168,-118.208481,0,Los Angeles,CA,48,71,29.67,10,CALM,0,Cloudy,Night,2019,Dec,26,22,Thu,75
2,33.97715,-118.386551,0,Los Angeles,CA,50,61,29.76,10,E,7,Cloudy,Night,2019,Dec,26,22,Thu,105
2,34.497849,-118.218689,0,Acton,CA,33,96,27.27,10,CALM,0,Cloudy,Night,2019,Dec,26,22,Thu,91
2,34.035435,-118.171829,0,Los Angeles,CA,50,68,29.69,10,CALM,0,Cloudy,Night,2019,Dec,26,22,Thu,68
2,33.990089,-117.917709,0,Rowland Heights,CA,45,82,29.78,10,CALM,0,Cloudy,Night,2019,Dec,26,23,Thu,76
2,33.92757,-117.990608,0,Whittier,CA,44,82,29.78,10,E,3,Cloudy,Night,2019,Dec,26,23,Thu,109
3,34.06879,-118.150826,0,Alhambra,CA,48,74,29.68,10,CALM,0,Cloudy,Night,2019,Dec,26,23,Thu,111
2,34.648842,-118.376671,0,Santa Clarita,CA,48,63,29.03,10,N,13,Cloudy,Night,2019,Dec,26,23,Thu,75
2,33.85376,-117.906708,0,Anaheim,CA,43,86,29.78,10,CALM,0,Cloudy,Night,2019,Dec,27,0,Fri,30
2,34.024963,-117.731361,0,Pomona,CA,37,93,28.86,10,CALM,0,Clear,Night,2019,Dec,27,0,Fri,77
2,34.733044,-118.170311,0,Lancaster,CA,32,100,27.43,9,S,3,Snow,Night,2019,Dec,27,0,Fri,45
2,34.718552,-118.170082,0,Lancaster,CA,32,100,27.43,9,S,3,Snow,Night,2019,Dec,27,0,Fri,152
2,34.682827,-118.164429,0,Lancaster,CA,32,100,27.43,9,S,3,Snow,Night,2019,Dec,27,1,Fri,179
2,33.977058,-118.376831,0,Los Angeles,CA,50,59,29.75,10,SE,6,Cloudy,Night,2019,Dec,27,1,Fri,60
2,34.113491,-117.909767,0,Azusa,CA,45,80,29.78,10,E,5,Cloudy,Night,2019,Dec,27,1,Fri,60
2,34.024963,-117.731361,0,Pomona,CA,37,93,28.86,10,CALM,0,Clear,Night,2019,Dec,27,1,Fri,75
3,33.873486,-118.19352,0,Long Beach,CA,45,86,29.83,10,CALM,0,Cloudy,Night,2019,Dec,27,2,Fri,60
2,34.006222,-117.956963,0,Hacienda Heights,CA,45,80,29.78,10,E,5,Cloudy,Night,2019,Dec,27,2,Fri,60
2,33.877651,-118.141518,0.050000001,Bellflower,CA,45,86,29.83,10,CALM,0,Cloudy,Night,2019,Dec,27,2,Fri,75
2,34.272491,-118.556061,0,Porter Ranch,CA,48,63,29.03,10,N,18,Clear,Night,2019,Dec,27,2,Fri,60
2,34.505764,-118.114395,0,Palmdale,CA,29,96,27.27,4,W,7,Clear,Night,2019,Dec,27,2,Fri,120
2,34.557976,-118.132591,0,Palmdale,CA,29,96,27.27,4,W,7,Clear,Night,2019,Dec,27,2,Fri,90
2,33.892639,-118.285492,0,Gardena,CA,47,74,29.84,10,CALM,0,Clear,Night,2019,Dec,27,3,Fri,45
2,34.039856,-118.051689,0,South El Monte,CA,43,86,29.81,10,CALM,0,Cloudy,Night,2019,Dec,27,3,Fri,45
