Severity,Start_Lat,Start_Lng,Distance(mi),City,State,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Civil_Twilight,Year,Month,Date,Hour,Day,Duration
3,33.531704,-86.713356,0,Birmingham,AL,58,75,29.57,10,NE,3,Cloudy,Day,2019,Dec,27,8,Fri,45
2,36.152523,-86.690788,0,Nashville,TN,55,83,29.63,10,S,5,Cloudy,Day,2019,Dec,27,8,Fri,60
2,36.021481,-86.690422,0,Antioch,TN,55,83,29.63,10,S,5,Cloudy,Day,2019,Dec,27,8,Fri,60
2,34.753899,-86.740997,0,Madison,AL,57,78,29.52,8,E,3,Cloudy,Day,2019,Dec,27,9,Fri,75
3,31.554792,-86.87114,0,Evergreen,AL,66,81,29.92,10,E,5,Cloudy,Day,2019,Dec,27,10,Fri,210
2,30.440901,-87.259201,0,Pensacola,FL,70,81,30.01,10,E,10,Clear,Day,2019,Dec,27,10,Fri,30
2,36.082581,-86.727226,0,Nashville,TN,58,81,29.61,10,S,3,Cloudy,Day,2019,Dec,27,11,Fri,77
2,35.99947,-86.693466,0,Brentwood,TN,60,78,29.59,10,S,3,Cloudy,Day,2019,Dec,27,11,Fri,91
2,36.168701,-86.666901,0,Nashville,TN,60,78,29.59,10,S,3,Cloudy,Day,2019,Dec,27,11,Fri,45
2,32.281773,-86.767921,0,Hayneville,AL,63,87,29.94,10,N,6,Cloudy,Day,2019,Dec,27,12,Fri,75
2,33.235741,-87.64917,0,Northport,AL,50.83377255,79.17379788,30.01,10,E,3,Rain,Day,2019,Dec,27,12,Fri,75
2,36.39846,-86.772331,0,Goodlettsville,TN,61,75,29.58,10,S,3,Cloudy,Day,2019,Dec,27,12,Fri,120
3,33.429165,-86.708481,0,Birmingham,AL,63,67,29.51,10,CALM,0,Cloudy,Day,2019,Dec,27,13,Fri,105
2,34.560993,-86.985199,0,Decatur,AL,64,67,29.56,10,CALM,0,Clear,Day,2019,Dec,27,14,Fri,75
3,33.555401,-86.742203,0,Birmingham,AL,63,72,29.51,10,E,5,Cloudy,Day,2019,Dec,27,15,Fri,60
2,33.464455,-86.939758,0,Birmingham,AL,63,72,29.51,10,E,5,Cloudy,Day,2019,Dec,27,15,Fri,45
3,34.710964,-86.661621,0,Huntsville,AL,62,72,29.43,8,E,3,Cloudy,Day,2019,Dec,27,16,Fri,75
2,33.043152,-86.808487,0,Montevallo,AL,61,97,29.57,10,E,3,Cloudy,Day,2019,Dec,27,16,Fri,165
2,30.488661,-87.196777,0,Pensacola,FL,70,76,29.94,10,E,10,Cloudy,Day,2019,Dec,27,17,Fri,60
3,33.530125,-86.653908,0,Birmingham,AL,61,81,29.49,10,E,6,Cloudy,Night,2019,Dec,27,17,Fri,30
2,34.172829,-86.847954,0,Cullman,AL,60,78,29.49,10,E,7,Cloudy,Night,2019,Dec,27,17,Fri,75
2,34.6493,-87.188057,0,Hillsboro,AL,58,84,29.58,10,E,3,Clear,Night,2019,Dec,27,17,Fri,165
2,33.546844,-86.779114,0,Birmingham,AL,62,84,29.49,10,E,9,Cloudy,Night,2019,Dec,27,17,Fri,59
3,34.972469,-86.883728,0,Elkmont,AL,58,84,29.56,10,E,5,Clear,Night,2019,Dec,27,19,Fri,59
3,34.629448,-86.95018,0,Tanner,AL,56,87,29.56,10,E,5,Cloudy,Night,2019,Dec,27,21,Fri,120
2,34.151482,-86.454117,0,Blountsville,AL,53,74,29.54,10,E,5,Cloudy,Night,2019,Dec,27,4,Fri,60
2,34.702255,-86.586929,0,Huntsville,AL,53,78,29.47,10,S,5,Cloudy,Night,2019,Dec,27,5,Fri,30
2,30.560883,-86.529076,0,Eglin AFB,FL,62,86,30.03,10,NE,7,Cloudy,Night,2019,Dec,27,5,Fri,45
2,33.831135,-86.584473,0,Remlap,AL,57,77,29.54,10,E,3,Cloudy,Night,2019,Dec,27,5,Fri,105
2,33.95018,-86.47271,0,Oneonta,AL,44,96,29.64,10,N,5,Clear,Night,2019,Dec,27,5,Fri,60
3,32.366322,-86.320908,2.279999971,Montgomery,AL,55,94,30.02,10,E,3,Rain,Day,2019,Dec,27,7,Fri,80
2,32.635559,-86.318657,0,Wetumpka,AL,57,88,30.04,7,CALM,0,Cloudy,Day,2019,Dec,27,8,Fri,60
3,31.896038,-86.600647,0,Greenville,AL,60,90,29.71,5,E,3,Rain,Day,2019,Dec,27,8,Fri,105
2,31.792547,-85.977615,0,Troy,AL,62,93,29.8,10,E,6,Cloudy,Day,2019,Dec,27,8,Fri,87
3,32.375938,-86.3218,0,Montgomery,AL,57,94,30.05,4,N,3,Rain,Day,2019,Dec,27,8,Fri,75
2,32.19231,-86.117439,0,Pike Road,AL,57,94,30.06,3,CALM,0,Rain,Day,2019,Dec,27,9,Fri,90
3,31.872469,-86.618484,0,Greenville,AL,63,84,29.72,10,E,3,Cloudy,Day,2019,Dec,27,9,Fri,60
3,32.31126,-86.337212,0,Montgomery,AL,57,95,30.05,4,N,3,Rain,Day,2019,Dec,27,9,Fri,45
2,31.772261,-85.921356,0,Troy,AL,66,84,29.8,10,E,7,Cloudy,Day,2019,Dec,27,9,Fri,60
2,31.68004,-85.824516,0,Brundidge,AL,66,84,29.8,10,E,7,Cloudy,Day,2019,Dec,27,9,Fri,60
2,36.062672,-86.630768,0,Antioch,TN,58,81,29.61,10,S,3,Cloudy,Day,2019,Dec,27,11,Fri,76
2,34.711021,-86.590637,0,Huntsville,AL,60,75,29.47,8,CALM,0,Cloudy,Day,2019,Dec,27,11,Fri,60
4,32.736298,-86.542534,8.260000229,Verbena,AL,63,88,29.98,10,N,5,Rain,Day,2019,Dec,27,12,Fri,166
3,32.769543,-86.565788,0,Clanton,AL,64,78,29.58,10,NE,3,Cloudy,Day,2019,Dec,27,12,Fri,105
2,34.836929,-86.571419,0,Meridianville,AL,63,67,29.37,10,CALM,0,Cloudy,Day,2019,Dec,27,13,Fri,60
2,34.727531,-86.62748,0,Huntsville,AL,64,65,29.43,8,S,5,Cloudy,Day,2019,Dec,27,14,Fri,75
2,32.35709,-86.171394,0,Montgomery,AL,67,81,29.95,10,N,6,Cloudy,Day,2019,Dec,27,14,Fri,75
2,32.381977,-86.209763,0,Montgomery,AL,66,82,29.96,10,N,7,Cloudy,Day,2019,Dec,27,15,Fri,74
2,34.517029,-86.179993,0,Scottsboro,AL,59,81,29.27,10,E,3,Rain,Night,2019,Dec,27,17,Fri,75
2,34.711021,-86.590637,0,Huntsville,AL,60,80,29.41,10,CALM,0,Cloudy,Night,2019,Dec,27,17,Fri,75
2,36.030239,-86.61261,0,Antioch,TN,58,81,29.55,10,E,5,Cloudy,Night,2019,Dec,27,17,Fri,92
2,32.843533,-86.595261,0,Clanton,AL,59,96,29.57,6,E,3,Cloudy,Night,2019,Dec,27,22,Fri,60
3,32.428059,-85.89946,0,Shorter,AL,58,95,29.95,10,NE,5,Clear,Night,2019,Dec,27,22,Fri,30
2,32.498878,-93.797287,0,Shreveport,LA,52,89,29.92,6,CALM,0,Clear,Night,2019,Dec,27,6,Fri,30
2,32.400799,-93.700569,1.330000043,Shreveport,LA,51,100,29.95,7,CALM,0,Cloudy,Day,2019,Dec,27,7,Fri,100
2,35.556744,-89.189819,0,Brownsville,TN,49,100,29.74,0.5,CALM,0,Fog,Night,2019,Dec,27,6,Fri,60
3,31.296942,-89.352768,0,Hattiesburg,MS,62,90,30.03,10,N,3,Rain,Day,2019,Dec,27,8,Fri,101
2,29.627251,-95.465202,0,Houston,TX,60,96,30.01,0.25,N,3,Fog,Night,2019,Dec,27,4,Fri,30
2,29.755377,-95.145981,0,Houston,TX,60,96,30.01,0.25,N,3,Fog,Night,2019,Dec,27,4,Fri,44
2,29.948933,-95.417786,0,Houston,TX,59,93,29.94,0.5,NE,3,Cloudy,Night,2019,Dec,27,4,Fri,92
2,29.7376,-95.500938,0,Houston,TX,61,93,30,0.75,NE,7,Fog,Night,2019,Dec,27,4,Fri,78
2,29.631281,-95.142761,0,Pasadena,TX,57,100,30.01,0.25,CALM,0,Fog,Night,2019,Dec,27,5,Fri,60
2,29.83267,-95.51899,0,Houston,TX,62,93,30.02,1,N,3,Fog,Day,2019,Dec,27,6,Fri,116
2,29.804045,-95.284866,0,Houston,TX,62,93,30.02,1,N,3,Fog,Day,2019,Dec,27,7,Fri,65
2,29.766043,-95.455971,0,Houston,TX,62,93,30.02,1,N,3,Fog,Day,2019,Dec,27,7,Fri,65
2,29.812685,-95.545219,0,Houston,TX,63,93,30.03,1,NE,10,Fog,Day,2019,Dec,27,7,Fri,30
2,29.73391,-95.429306,0,Houston,TX,63,93,30.03,1,NE,10,Fog,Day,2019,Dec,27,7,Fri,93
3,29.775478,-95.262749,0,Houston,TX,63,93,30.03,1,NE,10,Fog,Day,2019,Dec,27,7,Fri,46
3,29.929729,-95.299942,0,Humble,TX,60,93,29.97,0.75,NE,6,Fog,Day,2019,Dec,27,7,Fri,29
2,29.762051,-95.36599,0,Houston,TX,63,93,30.03,1,NE,10,Fog,Day,2019,Dec,27,8,Fri,60
2,29.807133,-95.216011,0,Houston,TX,63,93,30.03,1,NE,10,Fog,Day,2019,Dec,27,8,Fri,110
2,29.699751,-95.535187,0,Houston,TX,63,93,30.03,1,NE,10,Fog,Day,2019,Dec,27,8,Fri,62
2,29.70879,-95.571312,0,Houston,TX,62,96,29.99,0.75,NE,6,Fog,Day,2019,Dec,27,8,Fri,62
2,29.870539,-95.412643,0,Houston,TX,62,93,29.97,0.25,E,6,Fog,Day,2019,Dec,27,8,Fri,90
2,29.612095,-95.223015,0,Houston,TX,63,100,30.04,0.25,NE,5,Fog,Day,2019,Dec,27,8,Fri,30
2,29.68804,-95.574638,0,Houston,TX,63,100,30,1,NE,5,Fog,Day,2019,Dec,27,8,Fri,30
2,29.677319,-95.428421,0,Houston,TX,64,93,30.05,1,E,6,Fog,Day,2019,Dec,27,9,Fri,88
2,29.722105,-95.539116,0,Houston,TX,64,93,30.05,1,E,6,Fog,Day,2019,Dec,27,9,Fri,76
2,29.75732,-95.398109,0,Houston,TX,64,93,30.05,1,E,6,Fog,Day,2019,Dec,27,9,Fri,76
2,29.709085,-95.493118,0,Houston,TX,64,93,30.05,1,E,6,Fog,Day,2019,Dec,27,9,Fri,76
2,29.737881,-95.479408,0,Houston,TX,64,93,30.05,1,E,6,Fog,Day,2019,Dec,27,9,Fri,92
2,29.671345,-95.528175,0,Houston,TX,65,90,30.05,2,E,6,Fog,Day,2019,Dec,27,10,Fri,78
2,29.72908,-95.528709,0,Houston,TX,65,90,30.04,4,E,8,Cloudy,Day,2019,Dec,27,10,Fri,102
2,29.79388,-95.340248,0,Houston,TX,65,90,30.04,4,E,8,Cloudy,Day,2019,Dec,27,10,Fri,61
3,36.162563,-95.79528,0,Tulsa,OK,43,76,29.48,7,N,7,Cloudy,Day,2019,Dec,27,10,Fri,60
2,29.960775,-95.547333,0,Houston,TX,64,87,29.94,2,E,6,Fog,Day,2019,Dec,27,10,Fri,45
2,29.704836,-95.551407,0,Houston,TX,65,90,30.03,4,E,9,Cloudy,Day,2019,Dec,27,10,Fri,176
2,29.742599,-95.410751,0,Houston,TX,65,90,30.03,7,E,9,Cloudy,Day,2019,Dec,27,10,Fri,74
2,29.86552,-95.479111,0,Houston,TX,64,93,29.97,0.75,E,6,Fog,Day,2019,Dec,27,10,Fri,30
2,29.695721,-95.277725,0,Houston,TX,66,87,30.02,10,E,8,Cloudy,Day,2019,Dec,27,11,Fri,128
3,29.851509,-95.333893,0,Houston,TX,67,84,29.87,7,E,10,Cloudy,Day,2019,Dec,27,14,Fri,74
3,29.645817,-95.574249,0,Stafford,TX,70,76,29.89,10,E,10,Cloudy,Day,2019,Dec,27,14,Fri,42
2,29.640779,-95.463631,0,Houston,TX,67,84,29.93,10,E,13,Cloudy,Day,2019,Dec,27,15,Fri,90
2,29.731581,-95.466652,0,Houston,TX,67,84,29.93,10,E,13,Cloudy,Day,2019,Dec,27,15,Fri,90
2,29.754885,-95.62529,0,Houston,TX,68,81,29.88,10,E,9,Cloudy,Day,2019,Dec,27,15,Fri,90
2,29.64427,-95.335442,0,Houston,TX,67,84,29.93,10,E,13,Cloudy,Day,2019,Dec,27,16,Fri,90
2,29.653475,-95.549995,0,Houston,TX,68,81,29.88,10,E,9,Cloudy,Day,2019,Dec,27,16,Fri,30
3,29.677496,-95.427551,0,Houston,TX,66,84,29.93,10,E,12,Cloudy,Day,2019,Dec,27,16,Fri,29
2,29.95554,-95.553673,0,Houston,TX,66,84,29.82,10,SE,6,Cloudy,Day,2019,Dec,27,16,Fri,60
2,29.57235,-95.109489,0,Houston,TX,63,94,29.93,5,E,7,Cloudy,Day,2019,Dec,27,17,Fri,60
2,29.68664,-95.381691,0,Houston,TX,65,87,29.93,6,E,9,Cloudy,Day,2019,Dec,27,17,Fri,60
2,36.153542,-95.868813,0,Tulsa,OK,50,71,29.29,8,N,5,Clear,Night,2019,Dec,27,17,Fri,145
3,29.774691,-95.340355,0,Houston,TX,64,90,29.92,9,E,10,Cloudy,Night,2019,Dec,27,18,Fri,59
2,29.937469,-95.472298,0,Houston,TX,66,87,29.86,7,SE,10,Cloudy,Night,2019,Dec,27,18,Fri,29
2,29.627634,-95.234154,0,Houston,TX,64,93,29.93,4,E,8,Cloudy,Night,2019,Dec,27,18,Fri,90
2,29.57235,-95.109489,0,Houston,TX,63,94,29.94,5,E,7,Cloudy,Night,2019,Dec,27,18,Fri,60
2,29.850071,-95.262352,0,Houston,TX,66,84,29.86,7,S,9,Cloudy,Night,2019,Dec,27,18,Fri,60
2,29.707205,-95.231018,0,Houston,TX,64,93,29.93,4,E,8,Cloudy,Night,2019,Dec,27,18,Fri,29
2,36.089985,-95.858742,1.629999995,Tulsa,OK,52,71,29.28,8,CALM,0,Cloudy,Night,2019,Dec,27,18,Fri,62
3,29.793846,-95.064308,0,Channelview,TX,63,94,29.94,5,E,7,Cloudy,Night,2019,Dec,27,18,Fri,29
2,29.600639,-95.286369,0,Houston,TX,64,93,29.93,4,E,8,Cloudy,Night,2019,Dec,27,19,Fri,30
3,29.64114,-95.242996,0,Houston,TX,64,93,29.93,4,E,8,Cloudy,Night,2019,Dec,27,19,Fri,29
2,29.809225,-95.5289,0,Houston,TX,64,93,29.93,4,E,8,Cloudy,Night,2019,Dec,27,19,Fri,90
2,29.689711,-95.359657,0,Houston,TX,64,93,29.93,4,E,8,Cloudy,Night,2019,Dec,27,19,Fri,60
2,29.689341,-95.562752,0,Houston,TX,65,90,29.89,10,E,8,Cloudy,Night,2019,Dec,27,19,Fri,75
3,29.879772,-95.324364,0,Houston,TX,66,84,29.86,7,S,9,Cloudy,Night,2019,Dec,27,19,Fri,29
2,29.671865,-95.336975,0,Houston,TX,64,93,29.94,5,E,7,Cloudy,Night,2019,Dec,27,19,Fri,76
2,29.67815,-95.321777,0,Houston,TX,64,93,29.94,5,E,7,Cloudy,Night,2019,Dec,27,19,Fri,91
2,29.965429,-95.426498,0,Houston,TX,65,84,29.83,10,SE,6,Cloudy,Night,2019,Dec,27,19,Fri,83
2,29.643881,-95.336906,0,Houston,TX,64,93,29.94,5,E,7,Cloudy,Night,2019,Dec,27,19,Fri,94
2,29.73126,-95.651779,0,Houston,TX,65,90,29.9,10,E,8,Cloudy,Night,2019,Dec,27,20,Fri,97
2,37.602924,-113.16153,1.919999957,Cedar City,UT,25,100,24.26,0.75,CALM,0,Snow,Day,2019,Dec,27,8,Fri,91
2,37.654724,-113.082535,0,Cedar City,UT,27,96,24.27,3,N,3,Snow,Day,2019,Dec,27,9,Fri,90
3,37.603809,-113.160088,1.730000019,Cedar City,UT,27,92,24.27,7,N,7,Snow,Day,2019,Dec,27,9,Fri,89
3,37.802158,-112.946289,12.64000034,Summit,UT,26,96,24.28,2,N,8,Snow,Night,2019,Dec,27,17,Fri,184
2,39.729118,-104.959068,0,Denver,CO,26,86,24.36,8,S,3,Cloudy,Night,2019,Dec,27,2,Fri,77
2,39.740002,-104.96476,0,Denver,CO,23,93,24.34,8,CALM,0,Cloudy,Night,2019,Dec,27,4,Fri,46
2,38.941849,-109.614586,0,Thompson,UT,31,85,25.23,2,NE,12,Snow,Night,2019,Dec,27,6,Fri,110
2,39.728909,-104.998642,0,Denver,CO,27,80,24.33,10,CALM,0,Cloudy,Day,2019,Dec,27,6,Fri,92
2,39.7356,-110.873741,0,Helper,UT,27,85,24.01,1,N,8,Snow,Day,2019,Dec,27,8,Fri,135
2,39.75037,-104.981979,0,Denver,CO,26,92,24.31,10,S,3,Cloudy,Day,2019,Dec,27,8,Fri,62
2,39.689461,-104.865952,0,Aurora,CO,26,92,24.31,10,S,3,Cloudy,Day,2019,Dec,27,8,Fri,62
2,39.740162,-104.85408,0,Aurora,CO,26,92,24.31,10,S,3,Cloudy,Day,2019,Dec,27,8,Fri,62
2,39.587849,-110.811806,0,Price,UT,28,85,24.01,1,N,6,Snow,Day,2019,Dec,27,9,Fri,59
2,39.113571,-109.184601,0,Thompson,UT,30,96,25.16,0.5,W,7,Snow,Day,2019,Dec,27,13,Fri,232
2,39.781349,-110.920532,0,Helper,UT,31,82,23.9,10,CALM,0,Cloudy,Day,2019,Dec,27,14,Fri,30
3,39.689213,-104.971214,0,Denver,CO,38,60,23.96,9,N,7,Cloudy,Day,2019,Dec,27,15,Fri,60
3,39.745899,-105.460487,17.48999977,Evergreen,CO,21,81,20.49,10,CALM,0,Cloudy,Day,2019,Dec,27,15,Fri,115
3,39.712692,-105.000298,0,Denver,CO,31,79,23.95,7,N,10,Cloudy,Day,2019,Dec,27,16,Fri,30
2,39.202335,-112.174622,0,Fillmore,UT,30,86,25.11,10,N,8,Cloudy,Day,2019,Dec,27,17,Fri,46
3,39.252834,-112.114395,22.13999939,Fillmore,UT,30,86,25.11,10,N,8,Cloudy,Day,2019,Dec,27,17,Fri,74
2,39.435734,-112.032814,0,Nephi,UT,30,80,25.35,10,NW,21,Windy,Day,2019,Dec,27,17,Fri,51
3,39.594707,-104.884773,0,Englewood,CO,31,79,23.95,6,N,7,Fog,Night,2019,Dec,27,17,Fri,30
3,39.771782,-104.827797,0,Aurora,CO,29,92,24.15,10,N,3,Cloudy,Night,2019,Dec,27,17,Fri,75
3,39.707478,-104.996735,0,Denver,CO,30,82,23.94,5,N,5,Cloudy,Night,2019,Dec,27,17,Fri,30
3,39.674809,-104.828697,0,Aurora,CO,28,95,24.1,4,W,3,Cloudy,Night,2019,Dec,27,21,Fri,25
2,38.059059,-112.654099,14.55000019,Paragonah,UT,24,96,24.25,2,CALM,0,Snow,Night,2019,Dec,27,6,Fri,155
2,38.658825,-112.594269,13.60000038,Fillmore,UT,23,100,25.13,10,CALM,0,Cloudy,Day,2019,Dec,27,8,Fri,104
2,38.05431,-109.342751,13.02999973,Monticello,UT,32,100,24.06,10,CALM,0,Cloudy,Day,2019,Dec,27,9,Fri,164
2,38.1464,-109.372978,0,Monticello,UT,31,100,24,0.25,S,7,Cloudy,Day,2019,Dec,27,13,Fri,53
2,38.616364,-112.609573,5.059999943,Fillmore,UT,30,86,25.11,10,N,9,Cloudy,Day,2019,Dec,27,17,Fri,198
3,38.683571,-112.155823,8.56000042,Monroe,UT,30,75,24.84,10,N,10,Cloudy,Night,2019,Dec,27,18,Fri,140
3,39.957699,-104.986954,1.039999962,Broomfield,CO,19,90,24.87,10,CALM,0,Clear,Night,2019,Dec,27,6,Fri,62
2,40.00021,-104.821823,0,Brighton,CO,23,85,24.54,8,SW,7,Cloudy,Day,2019,Dec,27,7,Fri,94
2,40.609482,-111.981422,0,West Jordan,UT,26,92,25.65,1,N,7,Fog,Day,2019,Dec,27,7,Fri,29
2,39.996021,-111.432373,6.300000191,Springville-Mapleton,UT,27,81,25.4,10,NE,6,Cloudy,Day,2019,Dec,27,9,Fri,136
3,40.55637,-105.000893,0,Fort Collins,CO,29,89,24.95,8,N,6,Cloudy,Day,2019,Dec,27,9,Fri,94
2,40.653831,-112.289268,0,Tooele,UT,31,72,25.4,10,N,5,Cloudy,Day,2019,Dec,27,10,Fri,104
2,40.43359,-111.893547,1.649999976,Lehi,UT,32,73,25.34,10,NW,17,Cloudy,Day,2019,Dec,27,14,Fri,29
3,39.848122,-104.985306,0,Denver,CO,28,93,24.17,10,N,7,Cloudy,Day,2019,Dec,27,16,Fri,30
3,39.850239,-104.985382,1.059999943,Denver,CO,28,93,24.17,10,N,7,Cloudy,Day,2019,Dec,27,16,Fri,30
2,39.948051,-111.805138,1.75999999,Santaquin,UT,30,79,25.36,10,NW,20,Cloudy,Night,2019,Dec,27,17,Fri,69
3,40.654373,-111.901726,0,Salt Lake City,UT,29,75,25.64,10,N,10,Cloudy,Night,2019,Dec,27,18,Fri,48
2,40.860821,-111.903503,1.75,North Salt Lake,UT,26,92,25.65,6,N,7,Cloudy,Day,2019,Dec,27,7,Fri,59
2,40.766079,-111.935966,0,Salt Lake City,UT,26,92,25.65,6,N,7,Cloudy,Day,2019,Dec,27,7,Fri,28
3,41.19783,-111.973732,0,Ogden,UT,24,81,25.42,9,W,6,Cloudy,Day,2019,Dec,27,7,Fri,62
2,41.138657,-111.832726,0,Morgan,UT,24,68,25.12,10,E,16,Cloudy,Day,2019,Dec,27,11,Fri,59
2,34.739941,-113.615448,0,Lake Havasu City,AZ,47,77,28.81,10,NW,6,Cloudy,Night,2019,Dec,27,4,Fri,202
2,33.444805,-112.55629,0,Buckeye,AZ,52,82,28.75,10,S,5,Cloudy,Day,2019,Dec,27,14,Fri,70
2,33.40659,-112.470161,0,Buckeye,AZ,48,87,28.81,5,SW,5,Cloudy,Day,2019,Dec,27,17,Fri,74
2,34.00317,-112.771622,0,Wickenburg,AZ,46,100,28.7,1,N,3,Rain,Day,2019,Dec,27,17,Fri,30
2,33.493771,-112.409531,2.029999971,Goodyear,AZ,46,100,28.7,1,N,3,Rain,Night,2019,Dec,27,18,Fri,44
4,35.568649,-105.220085,6.550000191,Las Vegas,NM,31,100,23.22,1,N,6,Thunderstorm,Day,2019,Dec,27,9,Fri,44
2,33.320629,-111.894257,0,Chandler,AZ,50,82,28.57,10,SW,8,Cloudy,Night,2019,Dec,26,23,Thu,30
2,33.460701,-112.012939,0,Phoenix,AZ,48,83,28.62,10,E,3,Rain,Night,2019,Dec,27,4,Fri,45
3,32.112652,-110.854591,0,Tucson,AZ,41,82,27.02,10,E,5,Cloudy,Night,2019,Dec,27,4,Fri,122
3,33.39024,-111.967865,0,Tempe,AZ,48,80,28.61,10,E,3,Cloudy,Night,2019,Dec,27,5,Fri,44
2,33.465508,-111.888596,0,Scottsdale,AZ,48,80,28.61,10,E,3,Cloudy,Night,2019,Dec,27,5,Fri,30
2,33.46582,-111.908867,0,Scottsdale,AZ,48,83,28.63,10,E,7,Cloudy,Day,2019,Dec,27,7,Fri,45
2,33.523907,-111.887192,0,Scottsdale,AZ,46,93,28.23,2,SE,5,Rain,Day,2019,Dec,27,10,Fri,59
2,33.668743,-112.082115,0,Phoenix,AZ,45,97,28.23,5,SE,6,Rain,Day,2019,Dec,27,11,Fri,74
3,33.462151,-112.065102,0,Phoenix,AZ,48,86,28.64,10,CALM,0,Cloudy,Day,2019,Dec,27,13,Fri,48
2,33.117992,-111.84211,0,Maricopa,AZ,47,90,28.31,10,W,9,Rain,Day,2019,Dec,27,13,Fri,29
3,33.440159,-112.108276,0,Phoenix,AZ,48,86,28.64,10,SW,5,Rain,Day,2019,Dec,27,14,Fri,29
2,33.605431,-112.299728,0,Youngtown,AZ,46,100,28.7,1,N,3,Rain,Day,2019,Dec,27,14,Fri,30
2,33.610195,-112.24411,0,Peoria,AZ,46,100,28.7,1,N,3,Rain,Day,2019,Dec,27,14,Fri,30
2,33.385651,-111.891022,0.899999976,Tempe,AZ,50,80,28.65,10,W,5,Cloudy,Day,2019,Dec,27,14,Fri,29
2,33.559135,-112.037773,0,Phoenix,AZ,47,86,28.2,10,S,3,Rain,Day,2019,Dec,27,14,Fri,46
3,33.578388,-112.116699,0.439999998,Phoenix,AZ,46,93,28.22,10,S,5,Cloudy,Day,2019,Dec,27,15,Fri,29
2,33.465508,-111.888596,0,Scottsdale,AZ,51,80,28.67,10,VAR,7,Cloudy,Day,2019,Dec,27,16,Fri,30
2,33.43631,-111.889679,0.689999998,Mesa,AZ,51,80,28.67,10,VAR,7,Cloudy,Day,2019,Dec,27,16,Fri,63
2,33.429283,-112.082329,0,Phoenix,AZ,51,80,28.67,10,VAR,7,Cloudy,Day,2019,Dec,27,16,Fri,29
2,33.43589,-111.891747,0.689999998,Mesa,AZ,51,80,28.67,10,VAR,7,Cloudy,Day,2019,Dec,27,16,Fri,63
2,33.516781,-112.181908,0,Glendale,AZ,46,100,28.7,1,N,3,Rain,Day,2019,Dec,27,17,Fri,75
2,33.387699,-111.649544,0.540000021,Mesa,AZ,48,82,28.44,10,SW,6,Cloudy,Day,2019,Dec,27,17,Fri,45
2,33.27647,-111.858673,0,Chandler,AZ,50,82,28.57,10,S,6,Cloudy,Day,2019,Dec,27,17,Fri,75
2,33.465759,-112.041168,0,Phoenix,AZ,50,80,28.67,10,S,7,Cloudy,Day,2019,Dec,27,17,Fri,75
2,33.451241,-111.92646,0,Tempe,AZ,50,80,28.67,10,S,7,Cloudy,Day,2019,Dec,27,17,Fri,75
2,33.494911,-111.917473,0,Scottsdale,AZ,49,83,28.69,10,S,7,Cloudy,Day,2019,Dec,27,17,Fri,75
2,33.523842,-112.203102,0,Glendale,AZ,46,100,28.7,1,N,3,Rain,Night,2019,Dec,27,18,Fri,44
3,33.91386,-112.145317,0,New River,AZ,46,93,28.28,10,SE,3,Cloudy,Night,2019,Dec,27,18,Fri,44
2,33.283058,-111.789505,0,Gilbert,AZ,46,93,28.47,10,E,5,Cloudy,Night,2019,Dec,27,18,Fri,44
2,33.552448,-112.220306,0,Glendale,AZ,46,100,28.7,1,N,3,Rain,Night,2019,Dec,27,18,Fri,44
2,33.599319,-112.133789,0,Phoenix,AZ,46,93,28.28,10,SE,3,Cloudy,Night,2019,Dec,27,18,Fri,44
2,33.667145,-112.220291,0,Glendale,AZ,46,93,28.28,10,SE,3,Cloudy,Night,2019,Dec,27,18,Fri,44
3,33.320061,-111.972443,0,Phoenix,AZ,49,83,28.71,10,CALM,0,Cloudy,Night,2019,Dec,27,18,Fri,83
3,33.967724,-112.128662,6.28000021,New River,AZ,46,93,28.28,10,SE,3,Cloudy,Night,2019,Dec,27,18,Fri,43
2,33.494949,-112.125633,0,Phoenix,AZ,49,83,28.71,10,CALM,0,Cloudy,Night,2019,Dec,27,18,Fri,44
2,33.63784,-112.237663,0,Peoria,AZ,46,100,28.7,1,N,3,Rain,Night,2019,Dec,27,18,Fri,44
3,33.614033,-112.116547,0,Phoenix,AZ,46,89,28.28,10,S,5,Cloudy,Night,2019,Dec,27,19,Fri,45
2,33.462708,-112.206703,0,Phoenix,AZ,46,100,28.7,1,N,3,Rain,Night,2019,Dec,27,19,Fri,30
4,33.524075,-112.112328,1.629999995,Phoenix,AZ,49,80,28.71,10,SW,5,Cloudy,Night,2019,Dec,27,19,Fri,197
2,33.596287,-111.891541,0,Scottsdale,AZ,46,93,28.26,10,CALM,0,Cloudy,Night,2019,Dec,27,19,Fri,29
2,34.764244,-111.656647,0,Sedona,AZ,33,92,24.79,10,S,5,Cloudy,Night,2019,Dec,27,21,Fri,124
3,33.462742,-112.186218,0,Phoenix,AZ,46,100,28.7,1,N,3,Rain,Night,2019,Dec,27,22,Fri,49
2,35.10038,-106.707077,0,Albuquerque,NM,44,68,24.52,10,E,20,Cloudy,Night,2019,Dec,27,6,Fri,77
2,35.124329,-106.604202,0,Albuquerque,NM,47,56,24.52,10,SE,21,Windy,Day,2019,Dec,27,8,Fri,60
